order_id,merchant_id,confirm_time,true_kpt,rider_arrival_time,restaurent_load,for_time,order_time,zomato_baseline,sensor_kpt
1990,39,21984.93,830.31,22434.86,2,22857.33,365.25,1229.33,841.59
1991,26,19836.23,1237.60,20289.94,6,21110.26,328.41,1223.49,1238.80
1992,46,1138.24,899.29,1762.49,2,2024.99,16.60,1205.78,919.10
1993,50,11347.88,1032.22,11737.49,4,12382.71,187.69,1203.29,1043.77
1994,15,26828.06,1445.48,27307.32,2,28366.33,445.35,1236.04,-1.00
1995,34,10230.15,845.11,10616.24,0,11057.25,168.31,1231.68,874.55
1996,42,85283.06,1166.44,85670.21,6,86513.64,1419.64,1199.29,1184.10
1997,44,26770.85,1084.86,27223.67,2,27876.69,444.43,1197.90,-1.00
1998,49,11335.96,1191.54,11958.74,2,12559.24,187.67,1228.05,1205.22
1999,40,17373.60,717.66,17702.83,1,18097.62,286.68,1223.21,-1.00
2000,11,50927.62,1276.70,51385.34,9,52465.69,846.29,1250.04,1279.28
2001,3,5593.51,919.88,6067.71,3,6454.26,92.22,1201.25,-1.00
2002,6,74666.18,1399.88,74953.86,2,76038.13,1241.91,1224.18,1402.66
2003,9,83222.35,957.55,83611.91,1,84184.40,1384.56,1209.60,983.05
2004,6,21380.14,1295.83,21950.88,3,22653.37,355.32,1224.18,1317.09
2005,9,38992.58,957.84,39521.08,3,39988.69,648.14,1209.60,959.74
2006,39,2045.23,890.93,2571.36,3,3000.37,31.87,1229.33,916.36
2007,31,55471.69,954.14,55984.18,1,56471.77,922.62,1254.33,966.49
2008,32,35916.57,1260.79,36644.14,4,37206.09,596.05,1190.19,1263.17
2009,41,23444.11,972.31,23943.31,1,24480.88,388.88,1199.85,980.86
2010,50,17949.19,1047.95,18297.49,2,19097.02,297.85,1203.29,1074.66
2011,12,56684.76,1013.11,57028.58,7,57941.60,941.79,1166.39,1039.75
2012,8,36050.20,1106.32,36504.33,0,37216.76,599.35,1229.21,1107.74
2013,8,15668.69,1343.63,16109.00,1,17118.94,258.71,1229.21,1354.84
2014,50,59616.20,1189.01,60031.99,1,60917.72,992.32,1203.29,1208.26
2015,28,48921.73,1255.91,49491.84,9,50334.87,813.70,1238.69,1282.25
2016,20,74302.31,1637.73,74954.59,7,76119.16,1236.49,1228.61,1662.22
2017,47,10232.99,852.93,10691.98,2,11028.04,169.17,1239.46,868.02
2018,7,67995.59,835.97,68334.23,1,68835.44,1131.36,1210.21,841.05
2019,11,58270.71,1151.29,58809.90,2,59492.37,969.86,1250.04,-1.00
2020,20,10064.03,798.40,10510.66,5,10978.03,165.62,1228.61,804.66
2021,16,60172.16,1174.48,60630.34,3,61289.03,1000.54,1244.70,1185.47
2022,4,38217.18,1296.77,38649.53,4,39474.70,635.83,1206.64,-1.00
2023,6,81811.22,1908.16,82227.31,2,83753.93,1360.78,1224.18,1926.81
2024,22,12317.44,801.89,12626.28,3,13078.93,203.92,1222.09,828.01
2025,26,55627.85,1492.83,56085.25,4,57069.69,925.68,1223.49,1507.82
2026,3,33142.44,1031.33,33588.01,2,34193.63,550.05,1201.25,1044.11
2027,41,82785.04,917.64,83172.29,5,83772.07,1377.81,1199.85,918.84
2028,42,28629.76,991.37,28921.64,1,29621.48,475.16,1199.29,1016.69
2029,14,83208.24,1160.63,83776.51,4,84345.71,1385.55,1223.04,1189.58
2030,11,78045.07,1218.69,78365.13,7,79446.00,1298.14,1250.04,1243.69
2031,18,23495.16,1027.90,23978.97,2,24486.52,389.35,1204.49,-1.00
2032,12,69502.26,1282.57,70038.09,5,70788.76,1157.10,1166.39,1308.92
2033,23,86125.08,1194.53,86414.95,3,87348.39,1433.67,1262.18,1200.98
2034,12,21987.33,1511.60,22400.83,1,23452.19,363.83,1166.39,1531.44
2035,13,37865.75,1042.64,38448.42,4,38947.14,628.96,1223.93,1058.63
2036,25,45016.65,1478.02,45441.14,4,46526.32,749.06,1205.71,1483.85
2037,45,25586.78,785.31,25803.01,0,26386.06,424.70,1237.68,810.54
2038,19,1408.01,1920.28,1956.56,5,3380.22,21.98,1231.84,1946.40
2039,46,19141.26,1066.84,19566.62,2,20316.19,316.99,1205.78,1073.31
2040,36,24520.55,1263.06,24977.99,4,25782.20,405.99,1217.08,1279.40
2041,45,38439.37,983.26,38883.42,2,39386.56,638.78,1237.68,984.70
2042,8,14895.26,1142.50,15467.39,2,16110.88,246.39,1229.21,1149.05
2043,29,75617.82,1315.38,76266.11,6,76918.24,1257.49,1212.03,1329.95
2044,32,61033.46,1040.53,61729.30,4,62144.42,1015.07,1190.19,1069.15
2045,44,7489.26,1018.83,8135.52,3,8497.98,122.69,1197.90,1031.42
2046,18,56259.42,1337.22,56715.81,4,57557.32,936.13,1204.49,1340.93
2047,6,56608.85,1319.12,57111.51,3,58047.94,941.27,1224.18,1325.80
2048,18,82746.62,932.02,82991.23,3,83714.07,1376.96,1204.49,950.87
2049,19,368.63,1219.04,932.50,3,1661.50,4.35,1231.84,1246.89
2050,22,21600.25,1903.48,22021.85,4,23514.25,357.02,1222.09,1929.54
2051,37,80327.01,1354.90,80625.75,4,81785.33,1336.02,1252.55,1380.18
2052,32,80686.32,1854.33,81327.79,3,82629.54,1342.27,1190.19,1855.53
2053,41,62383.15,1025.03,62949.99,6,63497.58,1037.64,1199.85,1042.65
2054,3,66277.40,996.30,66941.58,3,67357.36,1102.70,1201.25,1010.17
2055,28,7986.32,814.55,8388.32,2,8845.73,131.74,1238.69,-1.00
2056,10,44495.56,1684.03,44772.17,8,46386.34,739.98,1271.32,1684.08
2057,35,20161.65,1645.82,20815.36,7,22044.86,333.48,1275.43,1660.58
2058,29,15771.69,1206.55,16172.94,0,16967.67,260.95,1212.03,1235.24
2059,15,70176.08,1085.63,70642.55,3,71298.67,1166.84,1236.04,1098.68
2060,33,11745.04,1182.29,12400.36,1,12989.67,194.45,1210.49,1193.29
2061,7,40612.50,1071.09,40955.00,5,41640.10,674.86,1210.21,1100.60
2062,12,81230.80,906.17,81659.53,3,82213.06,1351.55,1166.39,925.33
2063,49,16177.91,1098.55,16541.25,4,17301.65,267.60,1228.05,1110.14
2064,30,84665.34,823.85,85138.54,1,85600.28,1408.31,1177.83,839.69
2065,21,86085.23,1035.76,86547.94,3,87231.91,1431.77,1229.07,1045.47
2066,31,48079.22,1460.24,48441.36,5,49631.24,800.09,1254.33,1478.85
2067,24,14775.93,1058.69,15229.53,4,15851.02,245.01,1273.36,1079.44
2068,20,27387.10,1190.31,27932.23,3,28647.05,455.19,1228.61,1208.39
2069,37,36817.92,1111.74,37380.13,4,37909.68,611.27,1252.55,1120.83
2070,4,26830.33,1107.10,27339.15,3,27929.42,445.43,1206.64,1131.78
2071,28,24394.91,1020.66,24904.15,1,25459.49,404.12,1238.69,1046.69
2072,44,84109.30,1844.03,84406.27,2,86026.33,1400.01,1197.90,1864.88
2073,20,13386.03,704.95,14011.56,3,14109.55,220.85,1228.61,707.39
2074,24,63511.91,900.72,64028.38,1,64494.60,1055.99,1273.36,910.23
2075,50,161.23,1110.29,798.62,2,1326.16,0.59,1203.29,1125.62
2076,49,51634.92,1339.67,52175.81,9,53151.57,858.50,1228.05,1366.48
2077,32,79208.06,1055.65,79802.56,6,80254.16,1318.96,1190.19,1064.14
2078,41,24986.80,1557.88,25337.61,5,26626.67,414.63,1199.85,1567.07
2079,36,16154.94,1180.58,16985.84,4,17329.48,267.16,1217.08,-1.00
2080,34,56420.57,1265.29,56930.71,5,57664.20,938.42,1231.68,1286.49
2081,36,61736.86,1404.45,62327.31,3,63212.59,1026.15,1217.08,1421.92
2082,2,59614.62,1175.93,60163.67,4,60742.21,990.76,1225.11,1204.04
2083,15,27747.61,1190.34,28137.09,3,28916.06,459.82,1236.04,1220.00
2084,34,21895.32,941.20,22277.27,2,22929.26,363.17,1231.68,944.16
2085,36,82737.46,1124.62,83221.24,1,83899.77,1376.52,1217.08,1133.16
2086,6,79880.51,855.89,80241.38,2,80774.18,1329.55,1224.18,862.62
2087,39,39600.07,791.23,40292.44,2,40485.74,658.54,1229.33,809.85
2088,42,73212.30,1375.49,73738.55,8,74854.02,1218.52,1199.29,1382.21
2089,12,39149.26,891.79,39784.79,4,40122.49,651.35,1166.39,919.85
2090,3,36767.02,885.20,37331.23,3,37656.19,611.12,1201.25,904.63
2091,45,13659.61,1213.05,14019.76,3,14848.32,225.74,1237.68,1227.74
2092,18,37016.14,978.06,37551.14,2,38032.50,614.02,1204.49,998.12
2093,40,46530.43,1361.31,47119.73,6,47931.62,773.88,1223.21,1390.80
2094,21,2112.67,1194.37,2598.53,0,3255.38,32.41,1229.07,1207.98
2095,15,38458.83,2035.40,38825.96,2,40509.83,639.52,1236.04,2045.54
2096,33,67592.09,705.89,68017.83,3,68334.70,1125.15,1210.49,715.82
2097,35,58878.26,1178.25,59399.84,4,60084.05,979.27,1275.43,1185.90
2098,26,55018.27,1208.20,55604.88,4,56343.35,914.63,1223.49,1221.79
2099,8,78650.91,1123.91,78986.78,1,79752.96,1309.76,1229.21,1143.99
2100,36,1644.49,1085.68,2044.66,1,2698.51,25.97,1217.08,-1.00
2101,48,48243.59,1285.94,48823.56,6,49628.34,802.15,1221.13,1295.09
2102,30,68126.66,1393.24,68467.75,3,69628.41,1133.78,1177.83,1403.89
2103,23,46916.89,1173.00,47384.62,11,48364.79,779.52,1262.18,1202.00
2104,42,28105.92,1028.25,28574.58,0,29236.15,466.41,1199.29,1030.03
2105,44,11851.29,1130.33,12436.55,2,13011.30,196.20,1197.90,1159.91
2106,14,76852.79,1836.72,77370.09,10,78969.06,1278.09,1223.04,1847.37
2107,14,40769.02,1095.70,41237.58,2,41894.21,677.90,1223.04,1114.14
2108,2,76016.89,1334.77,76504.55,5,77361.49,1264.49,1225.11,1343.87
2109,37,50771.21,1237.42,51276.61,6,51981.05,843.63,1252.55,1249.76
2110,5,58425.78,1376.66,58923.54,2,59879.88,970.84,1243.78,1383.24
2111,38,69607.98,1425.44,70212.29,3,71079.96,1158.14,1246.01,1430.02
2112,45,57084.94,1371.44,57655.66,5,58462.05,949.18,1237.68,1400.63
2113,41,34492.12,916.53,34981.73,3,35353.90,573.20,1199.85,934.61
2114,47,44519.31,1689.10,45124.99,9,46449.17,739.63,1239.46,1691.60
2115,14,69498.74,1384.76,70250.56,11,71129.76,1156.39,1223.04,1393.53
2116,39,32395.90,1920.49,32983.91,3,34270.40,538.06,1229.33,1944.78
2117,25,33696.35,797.30,34137.27,0,34536.53,558.89,1205.71,812.37
2118,20,8333.65,1244.50,8647.11,5,9587.09,137.79,1228.61,1265.96
2119,2,79185.93,1353.44,79594.38,5,80597.65,1317.00,1225.11,1355.92
2120,39,8027.79,1396.40,8512.58,6,9427.55,131.09,1229.33,1408.00
2121,6,56126.04,1491.30,56876.29,4,57688.38,933.42,1224.18,1518.36
2122,17,35818.83,855.08,36255.50,1,36637.54,595.00,1259.72,869.23
2123,25,35148.93,987.73,35817.05,2,36124.71,584.09,1205.71,995.31
2124,28,58892.58,1329.79,59406.82,5,60280.78,978.55,1238.69,1330.99
2125,2,5870.24,1253.56,6286.30,2,7209.90,96.61,1225.11,1269.20
2126,35,51427.01,1443.20,51780.45,9,53128.14,854.94,1275.43,1464.24
2127,37,66845.35,1143.34,67303.61,3,68009.53,1111.73,1252.55,1156.59
2128,5,71729.70,1697.25,72120.69,9,73601.33,1192.63,1243.78,1701.22
2129,1,14887.45,1329.89,15271.58,2,16232.73,245.56,1229.10,1345.44
2130,40,77674.27,1434.05,77996.99,9,79308.45,1292.28,1223.21,1447.35
2131,12,56765.04,1220.25,57176.51,1,57946.06,944.85,1166.39,1245.39
2132,36,76297.10,769.01,76679.66,4,77043.83,1269.87,1217.08,793.88
2133,45,42004.91,1098.06,42465.72,4,43081.77,698.80,1237.68,1108.76
2134,23,46997.43,1545.30,47473.27,8,48711.54,780.53,1262.18,-1.00
2135,47,79554.86,1323.01,79928.19,4,80907.89,1323.42,1239.46,1329.30
2136,31,77903.09,1253.56,78328.00,8,79320.60,1295.87,1254.33,1261.62
2137,11,38859.37,1340.57,39317.82,1,40298.75,645.35,1250.04,1364.79
2138,10,23830.10,895.82,24381.53,5,24830.70,395.15,1271.32,924.20
2139,3,34047.92,1095.46,34636.27,1,35260.96,566.17,1201.25,1120.68
2140,14,33602.40,1194.63,34052.78,6,34766.83,558.38,1223.04,1203.75
2141,16,24861.73,487.76,25328.68,1,25419.92,413.09,1244.70,506.49
2142,10,23352.27,1173.14,23711.58,2,24623.92,386.75,1271.32,1188.86
2143,29,74475.07,1876.53,74930.90,15,76483.02,1239.93,1212.03,1893.99
2144,10,6180.32,921.11,6523.99,1,7189.38,100.60,1271.32,925.80
2145,12,58688.68,796.78,59235.30,1,59531.49,975.76,1166.39,822.96
2146,30,15046.77,1773.88,15383.25,5,16815.02,248.86,1177.83,1789.84
2147,41,29841.54,1774.06,30351.50,4,31661.02,496.09,1199.85,1787.23
2148,1,5415.09,1013.47,5823.06,4,6465.29,88.62,1229.10,1029.77
2149,5,23424.13,769.35,24190.07,1,24270.02,388.76,1243.78,791.09
2150,20,66535.63,1469.21,67089.03,1,67980.88,1106.53,1228.61,1486.49
2151,8,76538.97,2144.02,77085.90,10,78840.85,1274.42,1229.21,2164.55
2152,43,19299.43,1246.88,19756.41,2,20501.71,319.00,1249.83,1249.67
2153,12,40201.85,1063.52,40823.62,0,41310.68,667.51,1166.39,-1.00
2154,1,40718.35,2232.86,41218.28,3,43021.89,677.27,1229.10,2248.41
2155,20,75623.21,1152.61,76028.97,5,76805.08,1257.95,1228.61,1174.30
2156,28,66046.06,1021.31,66614.79,2,67106.03,1098.43,1238.69,1039.92
2157,43,44479.65,1983.80,44956.66,12,46637.60,738.83,1249.83,1986.07
2158,37,58035.23,1361.99,58335.28,2,59418.25,965.88,1252.55,1389.15
2159,47,73290.39,2041.41,73654.61,11,75607.41,1220.19,1239.46,2056.64
2160,37,912.54,968.04,1545.05,6,1975.41,13.74,1252.55,992.57
2161,12,34913.60,989.31,35356.80,3,35991.91,580.16,1166.39,1018.28
2162,37,78541.05,1648.96,79111.18,3,80152.17,1306.43,1252.55,1653.22
2163,49,64111.60,1732.08,64435.93,2,65958.85,1066.05,1228.05,1752.11
2164,49,47072.55,2533.83,47675.27,8,49741.29,781.69,1228.05,2550.53
2165,44,45828.32,1322.45,46079.21,9,47445.34,762.69,1197.90,1326.91
2166,28,30108.72,1157.99,30399.72,3,31330.85,500.79,1238.69,1170.92
2167,47,45116.87,1483.47,45417.09,4,46701.98,749.55,1239.46,1485.81
2168,15,56718.62,1124.13,57230.05,2,57912.39,943.75,1236.04,1127.89
2169,6,36246.66,1178.96,36755.62,4,37507.00,602.44,1224.18,1181.01
2170,44,61828.45,1199.77,62202.18,2,63132.49,1028.38,1197.90,1218.12
2171,20,74482.75,1661.81,74743.48,10,76430.44,1240.17,1228.61,1681.04
2172,50,13501.89,993.61,14122.29,3,14482.64,222.75,1203.29,1009.75
2173,14,39112.68,1123.32,39632.40,3,40355.94,650.23,1223.04,1143.11
2174,2,35388.86,1179.51,35925.41,4,36613.03,587.55,1225.11,1204.31
2175,9,59557.04,1021.06,60064.18,4,60681.99,989.95,1209.60,1027.75
2176,37,21669.08,1330.33,21974.25,3,22995.63,359.81,1252.55,-1.00
2177,20,55489.38,1399.92,55929.41,4,56896.14,921.96,1228.61,1403.60
2178,26,75938.75,1893.75,76345.79,14,77997.48,1263.58,1223.49,1911.45
2179,29,36297.32,1449.98,36662.02,5,37847.26,602.11,1212.03,1474.30
2180,1,78796.68,1616.39,79157.26,5,80474.43,1311.86,1229.10,1645.94
2181,35,85941.89,1378.30,86425.50,1,87269.76,1430.16,1275.43,1394.83
2182,6,9274.82,1055.80,9828.34,3,10327.76,152.77,1224.18,1058.43
2183,37,20288.70,1187.39,20750.86,2,21434.86,335.60,1252.55,1200.41
2184,5,82245.52,1242.59,82795.32,5,83499.83,1368.55,1243.78,1255.85
2185,33,82918.85,964.05,83536.53,5,83978.56,1379.99,1210.49,979.16
2186,49,8611.47,1000.88,9157.25,1,9627.95,140.70,1228.05,1020.03
2187,14,1401.12,1171.41,1990.35,4,2520.36,21.60,1223.04,1196.26
2188,12,14005.44,703.38,14354.59,2,14707.28,231.98,1166.39,731.23
2189,42,86188.48,824.70,86601.78,4,87082.25,1434.26,1199.29,850.05
2190,20,15686.85,1222.98,15982.52,2,16935.87,259.20,1228.61,1243.19
2191,50,43532.80,1551.95,43968.03,9,45338.33,723.67,1203.29,1554.45
2192,24,73421.68,1551.87,73624.53,10,75227.59,1221.72,1273.36,1558.15
2193,43,1937.85,964.47,2494.86,5,2987.98,29.38,1249.83,991.82
2194,34,52375.77,2380.28,52939.92,5,54839.84,870.46,1231.68,2399.30
2195,25,24008.27,1371.32,24353.82,8,25620.74,398.92,1205.71,1396.77
2196,50,74591.19,1463.07,75089.25,8,76279.73,1241.76,1203.29,1481.10
2197,29,24668.11,703.51,25246.92,4,25327.12,408.18,1212.03,726.84
2198,39,59482.87,1324.33,60000.60,1,60781.42,988.93,1229.33,-1.00
2199,31,58422.38,1323.17,58747.80,2,59839.81,970.88,1254.33,1349.03
2200,47,19233.51,2113.55,19699.71,5,21437.31,318.95,1239.46,2116.15
2201,43,3155.67,1400.08,3731.43,3,4591.84,50.11,1249.83,1427.31
2202,50,35504.84,1616.12,35815.31,1,37205.93,589.32,1203.29,1646.03
2203,23,25081.65,1022.85,25460.84,4,26095.50,416.44,1262.18,1029.72
2204,44,70021.78,1173.61,70541.84,6,71139.61,1164.93,1197.90,1192.89
2205,38,69286.76,1706.36,69820.13,7,71181.72,1152.52,1246.01,1707.90
2206,20,39604.61,650.66,40083.16,1,40348.55,658.11,1228.61,676.33
2207,23,52561.92,1182.74,53047.18,6,53693.04,873.38,1262.18,1186.27
2208,45,52367.97,1729.51,52775.62,10,54236.15,870.13,1237.68,1736.54
2209,16,71628.54,1755.49,72067.01,6,73388.72,1191.11,1244.70,-1.00
2210,50,36876.62,1365.61,37111.02,0,38245.31,612.00,1203.29,1395.58
2211,42,23917.16,901.21,24382.61,3,24853.26,396.64,1199.29,927.16
2212,8,23004.79,1335.18,23607.58,1,24372.93,381.65,1229.21,1361.12
2213,50,46486.78,1281.27,47069.65,7,47894.72,772.12,1203.29,1303.55
2214,21,38925.23,1140.17,39487.55,4,40103.39,646.77,1229.07,1161.13
2215,1,38116.00,1027.11,38488.51,1,39104.25,633.77,1229.10,1033.28
2216,8,7995.15,1463.21,8525.12,7,9705.29,131.24,1229.21,1482.85
2217,29,62164.39,1186.77,62522.23,5,63460.68,1034.79,1212.03,1189.86
2218,32,18609.85,1469.38,19124.18,2,20198.57,307.78,1190.19,1482.31
2219,38,17117.10,1206.07,17458.38,7,18522.99,283.61,1246.01,1228.69
2220,5,35753.60,1300.40,35992.72,5,37110.65,594.37,1243.78,1319.83
2221,47,19854.83,1436.34,20115.31,5,21327.29,328.00,1239.46,1456.84
2222,22,50598.58,1314.99,51190.79,7,52065.46,840.76,1222.09,1318.21
2223,47,32248.88,1194.61,32832.59,3,33468.82,534.91,1239.46,1206.95
2224,34,38920.82,1483.55,39378.08,4,40514.09,646.43,1231.68,1511.30
2225,1,46572.13,926.22,46895.09,4,47531.60,773.52,1229.10,-1.00
2226,26,17736.57,976.57,18085.08,6,18797.63,293.09,1223.49,-1.00
2227,43,13588.79,1050.08,13986.66,2,14683.55,224.28,1249.83,1068.05
2228,10,76243.79,1692.24,76889.06,7,78143.97,1267.81,1271.32,1693.51
2229,30,37556.72,923.44,37979.47,1,38432.62,624.56,1177.83,945.85
2230,50,35778.09,916.01,36259.29,1,36803.62,593.41,1203.29,930.63
2231,18,3185.06,1261.66,3767.65,3,4410.90,51.28,1204.49,1271.81
2232,17,43148.56,1249.11,43568.29,2,44468.59,717.09,1259.72,1257.62
2233,26,47954.99,1478.99,48442.99,6,49427.73,798.00,1223.49,1490.55
2234,8,48408.66,1233.01,48960.63,9,49817.94,804.73,1229.21,1262.67
2235,47,61220.84,1183.48,61745.56,2,62436.98,1018.12,1239.46,-1.00
2236,40,15514.15,999.52,16059.17,2,16537.41,255.57,1223.21,1002.38
2237,49,21969.10,1477.53,22490.64,6,23402.11,363.20,1228.05,1483.79
2238,12,70223.08,1496.69,70622.22,11,71869.09,1167.45,1166.39,1516.49
2239,27,81937.35,1183.56,82473.24,4,83227.62,1363.93,1274.00,1190.63
2240,8,11923.54,1701.23,12422.09,4,13641.58,195.74,1229.21,1729.84
2241,25,43111.58,1289.84,43506.77,5,44410.55,716.62,1205.71,1292.46
2242,46,18667.05,1144.70,19011.72,3,19843.59,308.41,1205.78,1153.38
2243,4,5276.28,940.66,5704.77,2,6198.49,86.51,1206.64,957.49
2244,33,28244.19,1172.13,28807.73,1,29372.60,468.72,1210.49,1192.81
2245,1,12590.53,1463.97,13064.63,3,14155.99,206.91,1229.10,1485.35
2246,19,61511.86,1138.24,62142.39,4,62614.79,1022.30,1231.84,1147.04
2247,31,46255.92,1426.55,46728.54,10,47916.40,768.56,1254.33,1435.78
2248,16,12583.04,865.17,12952.35,1,13514.09,207.12,1244.70,889.03
2249,14,879.64,675.26,1344.51,2,1496.50,13.31,1223.04,699.24
2250,48,69971.37,1681.11,70561.44,7,71904.85,1163.75,1221.13,1694.89
2251,5,15357.36,878.96,15980.66,2,16353.35,253.72,1243.78,907.93
2252,41,52448.10,1452.29,52756.61,8,54173.07,872.95,1199.85,1455.31
2253,26,29183.63,551.95,29671.65,1,29747.16,485.17,1223.49,566.43
2254,28,50659.00,1556.36,51194.22,4,52157.96,843.10,1238.69,-1.00
2255,2,27419.40,1287.25,27644.07,4,28810.38,454.54,1225.11,1301.47
2256,50,7588.58,1277.18,8340.15,4,8955.46,125.19,1203.29,1291.62
2257,6,19379.01,712.41,19660.68,1,20200.54,321.05,1224.18,731.21
2258,9,16351.10,1087.21,16622.00,4,17555.49,270.80,1209.60,1088.02
2259,33,37106.93,1085.51,37461.59,1,38173.59,616.35,1210.49,1112.54
2260,41,57020.50,905.78,57493.10,7,58095.58,947.93,1199.85,909.60
2261,25,22935.01,1069.74,23166.61,0,24014.45,379.88,1205.71,1092.19
2262,48,1164.70,881.20,1601.97,3,2001.28,17.38,1221.13,-1.00
2263,13,44951.91,1621.90,45102.46,11,46867.21,747.27,1223.93,1637.55
2264,9,52445.36,1421.12,52848.68,12,54120.85,872.29,1209.60,1423.97
2265,13,83355.44,1203.10,83864.79,3,84506.85,1386.53,1223.93,1203.75
2266,31,51029.98,1125.89,51616.09,4,52218.55,848.84,1254.33,1141.82
2267,41,40800.43,1042.39,41075.22,1,41807.11,678.49,1199.85,1043.09
2268,11,49691.10,1409.03,49995.87,9,51361.35,825.70,1250.04,1433.13
2269,4,80273.79,544.47,80719.78,2,80876.86,1336.18,1206.64,555.38
2270,34,71733.51,1710.82,72315.61,11,73664.40,1192.86,1231.68,1711.33
2271,38,28004.71,865.88,28626.05,1,28870.93,465.09,1246.01,878.44
2272,46,20643.01,505.24,21130.20,2,21214.28,341.65,1205.78,524.16
2273,4,22756.96,1200.93,23109.63,2,23949.72,378.19,1206.64,1228.98
2274,38,43688.25,1565.34,44074.66,5,45197.52,726.37,1246.01,1566.85
2275,19,64387.06,1344.81,64692.07,3,65836.66,1071.43,1231.84,1348.87
2276,6,43636.14,1491.49,44239.37,3,45087.66,724.64,1224.18,1509.60
2277,34,6033.66,1123.64,6526.47,2,7237.98,97.63,1231.68,1134.84
2278,18,62632.68,1117.63,63271.68,5,63757.13,1041.96,1204.49,1128.34
2279,13,69794.80,1184.68,70174.58,4,71001.45,1160.60,1223.93,1191.32
2280,41,25156.58,1163.20,25495.97,2,26305.33,416.88,1199.85,-1.00
2281,23,57556.55,1325.59,58156.17,7,59026.86,956.34,1262.18,1345.26
2282,19,37014.87,1201.47,37434.69,2,38164.98,614.29,1231.84,1209.65
2283,45,76889.21,1389.62,77315.88,5,78221.74,1280.33,1237.68,1415.39
2284,11,73173.08,1809.46,73820.29,10,75206.98,1217.12,1250.04,1827.17
2285,1,45521.58,986.41,46023.44,2,46609.34,756.62,1229.10,1008.69
2286,24,59808.05,947.28,60417.63,0,60736.26,995.77,1273.36,949.94
2287,7,76411.57,1533.35,76941.59,7,78078.88,1272.02,1210.21,1533.62
2288,25,43000.56,1168.29,43567.99,2,44204.20,713.83,1205.71,1181.43
2289,21,27235.99,1253.28,27868.42,3,28519.00,451.08,1229.07,1259.67
2290,15,65272.62,838.19,65628.43,4,66182.75,1085.28,1236.04,857.42
2291,1,19191.54,1324.48,19768.37,3,20491.46,316.90,1229.10,1347.08
2292,12,33725.88,1360.35,34396.15,1,35181.37,559.48,1166.39,1372.66
2293,7,74860.06,1697.68,75251.34,9,76689.87,1246.65,1210.21,1718.29
2294,15,62684.63,908.60,63073.81,4,63627.08,1043.17,1236.04,-1.00
2295,21,34952.95,993.44,35667.76,2,36002.32,581.49,1229.07,1019.65
2296,19,18625.22,1097.29,19051.43,6,19704.83,309.23,1231.84,1110.23
2297,29,30841.93,964.13,31354.00,3,31755.54,512.59,1212.03,971.11
2298,25,24667.03,806.17,24944.60,0,25429.43,409.11,1205.71,819.43
2299,33,15375.82,967.23,15910.16,4,16441.48,253.57,1210.49,977.98
2300,49,64387.40,1696.82,64822.51,2,66024.35,1070.40,1228.05,1724.08
2301,32,21912.78,1070.27,22446.54,1,22971.57,362.98,1190.19,1074.11
2302,49,39411.45,912.68,39876.55,0,40440.39,654.00,1228.05,916.46
2303,35,33458.26,1023.40,34053.13,2,34489.92,555.64,1275.43,1041.02
2304,44,85018.17,1178.43,85602.29,3,86158.42,1414.19,1197.90,1200.10
2305,38,33904.86,865.16,34400.65,1,34720.23,563.17,1246.01,890.93
2306,26,7003.75,1046.95,7401.01,1,8159.41,115.17,1223.49,1056.83
2307,11,7930.91,1208.61,8176.67,4,9237.96,129.35,1250.04,1224.32
2308,35,51147.67,1286.38,51580.96,5,52389.34,850.69,1275.43,1293.85
2309,8,51905.42,1441.79,52470.35,6,53392.94,863.08,1229.21,1451.99
2310,46,36280.24,721.14,36740.29,1,37053.19,603.01,1205.78,746.42
2311,14,37450.84,1651.33,37951.61,2,39168.28,621.85,1223.04,1655.13
2312,10,4839.18,884.56,5307.18,4,5689.01,77.66,1271.32,885.22
2313,2,44692.68,1105.04,44920.30,3,45769.72,743.83,1225.11,1114.30
2314,46,43777.47,1556.62,44248.81,9,45623.22,726.82,1205.78,1570.04
2315,9,12981.53,850.38,13465.67,3,13885.87,215.35,1209.60,865.50
2316,3,9075.43,1187.39,9509.05,3,10266.21,149.53,1201.25,-1.00
2317,21,10756.90,975.58,11267.84,2,11826.15,177.94,1229.07,1001.87
2318,26,8879.72,969.28,9149.07,1,9883.81,145.48,1223.49,991.61
2319,8,52744.86,1444.83,53065.57,4,54149.55,877.98,1229.21,1448.33
2320,48,17102.52,865.41,17630.96,3,18045.06,282.94,1221.13,865.95
2321,2,21818.96,1157.61,22293.05,5,23068.18,362.06,1225.11,1185.10
2322,6,15072.67,1824.97,15713.58,4,16846.30,249.94,1224.18,1849.99
2323,28,82909.59,1301.71,83467.26,6,84172.10,1379.28,1238.69,1301.95
2324,29,73925.04,1250.12,74590.61,5,75155.71,1230.65,1212.03,1255.11
2325,26,20001.59,1136.73,20644.47,1,21104.37,331.91,1223.49,1163.35
2326,25,28394.74,1491.00,28905.65,2,29952.87,471.70,1205.71,1519.85
2327,12,18265.15,670.81,18889.92,3,18892.33,302.25,1166.39,672.13
2328,5,42637.24,1483.57,42989.10,4,44078.01,708.30,1243.78,-1.00
2329,34,1756.46,1076.67,2311.04,3,2952.46,28.24,1231.68,1077.54
2330,48,58095.22,1321.27,58448.81,5,59454.46,966.77,1221.13,1345.58
