order_id,merchant_id,confirm_time,true_kpt,rider_arrival_time,restaurent_load,for_time,order_time
673,97,1772314480.00,1814.00,1772316389.00,0.62,1772316388.00,267.00
2383,46,1772314485.00,1183.00,1772315885.00,0.41,1772315733.32,267.00
1368,50,1772314501.00,1593.00,1772316329.00,0.54,1772316186.32,267.00
2823,181,1772314579.00,1057.00,1772315706.00,0.10,1772315662.12,269.00
1638,32,1772314591.00,1379.00,1772316010.00,0.54,1772316077.53,269.00
3212,173,1772314593.00,1256.00,1772315763.00,0.23,1772315793.09,269.00
639,50,1772314609.00,1058.00,1772315833.00,0.15,1772315853.85,269.00
2484,167,1772314614.00,1487.00,1772316386.00,0.16,1772316407.21,269.00
3399,11,1772314627.00,1005.00,1772315875.00,0.10,1772315889.25,270.00
3581,27,1772314628.00,1756.00,1772316498.00,0.62,1772316477.00,270.00
2450,53,1772314717.00,1577.00,1772316575.00,0.41,1772316361.80,271.00
3640,166,1772314723.00,1202.00,1772316047.00,0.33,1772315991.36,271.00
1992,122,1772314751.00,1575.00,1772316426.00,0.25,1772316367.36,272.00
2762,11,1772314788.00,1494.00,1772316447.00,0.56,1772316516.69,272.00
819,195,1772314808.00,1327.00,1772316289.00,0.14,1772316178.20,273.00
2999,159,1772314835.00,1859.00,1772316982.00,0.69,1772317066.69,273.00
683,63,1772314840.00,1116.00,1772315968.00,0.19,1772316006.28,273.00
3488,10,1772314844.00,1133.00,1772316197.00,0.11,1772316018.44,273.00
3571,130,1772314850.00,1619.00,1772316676.00,0.20,1772316702.37,273.00
4643,102,1772314861.00,1772.00,1772316747.00,0.63,1772316719.24,273.00
859,5,1772314873.00,1397.00,1772316306.00,0.67,1772316388.53,274.00
3909,39,1772314904.00,1481.00,1772316364.00,0.49,1772317325.05,274.00
3422,74,1772314921.00,1851.00,1772316830.00,0.64,1772316869.32,274.00
1900,86,1772314928.00,1410.00,1772316364.00,0.31,1772316386.32,275.00
2736,31,1772314934.00,1554.00,1772316779.00,0.40,1772317729.61,275.00
4319,106,1772314969.00,1564.00,1772316821.00,0.41,1772316872.33,275.00
2494,37,1772314993.00,1794.00,1772316865.00,0.55,1772316933.37,276.00
1769,155,1772315035.00,1701.00,1772316904.00,0.41,1772316796.44,276.00
632,75,1772315083.00,1437.00,1772316418.00,0.60,1772316610.60,277.00
110,68,1772315084.00,1748.00,1772316773.00,0.47,1772316908.92,277.00
3380,157,1772315117.00,1339.00,1772316510.00,0.69,1772320488.72,278.00
4552,7,1772315120.00,1754.00,1772316958.00,0.44,1772316950.56,278.00
4286,92,1772315155.00,1484.00,1772316818.00,0.32,1772316688.88,278.00
3307,149,1772315172.00,1562.00,1772316649.00,0.33,1772316793.84,279.00
2444,142,1772315269.00,1249.00,1772316666.00,0.16,1772316566.44,280.00
201,78,1772315271.00,1398.00,1772316601.00,0.62,1772316677.77,280.00
681,153,1772315285.00,1553.00,1772316872.00,0.32,1772316895.92,281.00
4447,33,1772315307.00,1559.00,1772317160.00,0.65,1772317239.89,281.00
2008,99,1772315322.00,1109.00,1772316691.00,0.26,1772316480.44,281.00
3956,99,1772315338.00,1553.00,1772316853.00,0.18,1772316932.12,281.00
3757,24,1772315355.00,1605.00,1772316999.00,0.55,1772317040.64,282.00
985,89,1772315359.00,1658.00,1772317096.00,0.66,1772317177.57,282.00
4184,142,1772315359.00,1561.00,1772316850.00,0.41,1772316992.60,282.00
4079,144,1772315436.00,1515.00,1772317167.00,0.37,1772317019.28,283.00
3589,200,1772315465.00,1247.00,1772316776.00,0.54,1772316842.45,284.00
3334,130,1772315475.00,1392.00,1772316829.00,0.56,1772316898.57,284.00
3437,80,1772315499.00,1245.00,1772316704.00,0.49,1772316825.44,284.00
945,76,1772315515.00,1492.00,1772317026.00,0.67,1772317108.65,284.00
1300,148,1772315532.00,1316.00,1772316731.00,0.43,1772316784.37,285.00
2600,9,1772315532.00,1581.00,1772317246.00,0.20,1772317272.49,285.00
3541,109,1772315584.00,1618.00,1772317346.00,0.39,1772317395.41,286.00
1845,26,1772315611.00,1346.00,1772317023.00,0.39,1772317072.17,286.00
3580,180,1772315629.00,1336.00,1772317020.00,0.19,1772317002.80,286.00
2530,192,1772315640.00,1591.00,1772317209.00,0.52,1772317319.52,286.00
2404,2,1772315677.00,1440.00,1772317244.00,0.56,1772318610.20,287.00
745,141,1772315743.00,1276.00,1772317047.00,0.25,1772317079.01,288.00
430,79,1772315750.00,1473.00,1772317204.00,0.69,1772317317.16,288.00
4406,39,1772315763.00,1722.00,1772317735.00,0.57,1772317575.00,289.00
4500,41,1772315779.00,1513.00,1772317398.00,0.18,1772317332.24,289.00
3778,130,1772315785.00,1239.00,1772317033.00,0.48,1772317092.37,289.00
1302,196,1772315791.00,1185.00,1772317048.00,0.25,1772317017.52,289.00
1791,72,1772315813.00,1592.00,1772317642.00,0.34,1772317457.40,289.00
60,58,1772315816.00,1693.00,1772317677.00,0.56,1772317746.21,289.00
2279,168,1772315844.00,1133.00,1772316914.00,0.14,1772317017.56,290.00
3495,17,1772315857.00,984.00,1772317117.00,0.11,1772317131.97,290.00
2564,160,1772315897.00,1686.00,1772317631.00,0.55,1772317677.48,291.00
855,137,1772315901.00,1588.00,1772317470.00,0.66,1772318451.33,291.00
3834,8,1772315907.00,1294.00,1772317322.00,0.20,1772317236.60,291.00
4987,100,1772315921.00,1505.00,1772317663.00,0.37,1772318394.88,291.00
2173,83,1772315941.00,1077.00,1772317172.00,0.17,1772317194.89,291.00
3086,84,1772315967.00,1427.00,1772317419.00,0.41,1772317469.97,292.00
4657,19,1772315971.00,1782.00,1772317874.00,0.55,1772317835.88,292.00
2542,133,1772315990.00,1831.00,1772317907.00,0.63,1772317914.96,292.00
4229,43,1772315995.00,1694.00,1772317948.00,0.63,1772317774.24,292.00
1923,102,1772316003.00,1458.00,1772317613.00,0.32,1772317654.01,293.00
4642,34,1772316004.00,1860.00,1772317770.00,0.61,1772318847.72,293.00
30,50,1772316034.00,1105.00,1772317311.00,0.14,1772317329.81,293.00
4187,28,1772316048.00,1127.00,1772317408.00,0.29,1772317220.68,293.00
1351,147,1772316054.00,1581.00,1772317715.00,0.62,1772317791.77,293.00
1634,95,1772316088.00,1492.00,1772317733.00,0.65,1772317813.49,294.00
4933,74,1772316111.00,1469.00,1772317573.00,0.29,1772317609.93,294.00
4134,62,1772316120.00,1250.00,1772317392.00,0.41,1772317443.09,294.00
2765,102,1772316132.00,1095.00,1772317343.00,0.12,1772317258.80,295.00
294,75,1772316147.00,1270.00,1772317355.00,0.15,1772317374.89,295.00
1025,162,1772316156.00,1319.00,1772317367.00,0.33,1772317527.96,295.00
2410,75,1772316178.00,1504.00,1772317606.00,0.29,1772317728.44,295.00
4983,142,1772316185.00,1386.00,1772317724.00,0.58,1772317656.60,296.00
242,94,1772316224.00,1534.00,1772318057.00,0.33,1772318098.97,296.00
3962,103,1772316226.00,1366.00,1772317726.00,0.26,1772317759.57,296.00
3865,15,1772316240.00,1455.00,1772317946.00,0.70,1772318031.89,296.00
1408,158,1772316247.00,1489.00,1772317715.00,0.39,1772317763.81,297.00
4792,145,1772316261.00,1144.00,1772317679.00,0.16,1772317440.32,297.00
1580,55,1772316267.00,1387.00,1772317732.00,0.62,1772318647.64,297.00
2460,132,1772316278.00,1421.00,1772317715.00,0.39,1772317764.80,297.00
2077,140,1772316344.00,1443.00,1772317731.00,0.51,1772318765.68,298.00
4373,121,1772316372.00,1172.00,1772317773.00,0.21,1772317799.97,299.00
3899,175,1772316385.00,1512.00,1772318039.00,0.31,1772317944.68,299.00
4421,30,1772316399.00,1276.00,1772317720.00,0.50,1772317782.25,299.00
2182,105,1772316411.00,1498.00,1772317983.00,0.51,1772317994.84,299.00
4178,54,1772316417.00,1771.00,1772318154.00,0.60,1772318269.52,299.00
1636,76,1772316428.00,1825.00,1772318541.00,0.67,1772318623.53,300.00
3322,20,1772316438.00,1493.00,1772318087.00,0.68,1772318024.72,300.00
4078,195,1772316445.00,1213.00,1772317893.00,0.42,1772317732.76,300.00
261,118,1772316478.00,1403.00,1772318153.00,0.24,1772317939.16,300.00
1405,146,1772316479.00,1578.00,1772318207.00,0.45,1772318136.52,300.00
2070,79,1772316502.00,1876.00,1772318652.00,0.68,1772318483.24,301.00
4523,180,1772316521.00,1634.00,1772318230.00,0.38,1772318278.21,301.00
2387,2,1772316541.00,1130.00,1772317802.00,0.14,1772318610.20,301.00
2218,33,1772316544.00,1377.00,1772317878.00,0.47,1772317937.01,302.00
2110,136,1772316552.00,1768.00,1772318473.00,0.66,1772318412.84,302.00
3398,164,1772316568.00,1210.00,1772317715.00,0.25,1772317746.89,302.00
1214,139,1772316609.00,1318.00,1772318024.00,0.33,1772317983.96,303.00
1541,118,1772316613.00,1586.00,1772318349.00,0.38,1772318260.60,303.00
1451,189,1772316624.00,1113.00,1772317757.00,0.28,1772317796.24,303.00
2149,124,1772316641.00,1435.00,1772318214.00,0.13,1772318232.33,303.00
4980,194,1772316658.00,1795.00,1772318388.00,0.65,1772318555.76,303.00
3386,60,1772316687.00,1237.00,1772318018.00,0.23,1772318047.61,304.00
1910,17,1772316691.00,1641.00,1772318371.00,0.64,1772318449.57,304.00
4325,60,1772316693.00,1360.00,1772317978.00,0.37,1772318109.04,304.00
763,164,1772316698.00,1375.00,1772318362.00,0.30,1772318127.48,304.00
2896,130,1772316711.00,1469.00,1772318118.00,0.15,1772318215.64,304.00
1309,48,1772316748.00,1533.00,1772318313.00,0.46,1772318364.84,305.00
1586,25,1772316769.00,1438.00,1772318227.00,0.49,1772318287.57,305.00
4611,167,1772316769.00,1185.00,1772318024.00,0.31,1772318002.08,305.00
3601,161,1772316810.00,1550.00,1772318603.00,0.38,1772318651.33,306.00
805,45,1772316811.00,1074.00,1772317901.00,0.19,1772317925.57,306.00
433,88,1772316814.00,1618.00,1772318529.00,0.33,1772318494.12,306.00
4322,187,1772316882.00,1172.00,1772318213.00,0.20,1772318107.12,307.00
2038,119,1772316898.00,1160.00,1772318162.00,0.11,1772318085.20,307.00
4774,144,1772316925.00,1602.00,1772318496.00,0.20,1772318565.76,308.00
3567,187,1772316926.00,1441.00,1772318391.00,0.12,1772318397.80,308.00
36,199,1772316957.00,1552.00,1772318470.00,0.22,1772318545.76,308.00
1931,102,1772316966.00,1458.00,1772318703.00,0.25,1772318467.24,309.00
1103,46,1772316978.00,1354.00,1772318544.00,0.55,1772318611.65,309.00
4562,58,1772316982.00,1774.00,1772318925.00,0.69,1772318865.44,309.00
1690,57,1772317002.00,1264.00,1772318232.00,0.28,1772318328.96,309.00
1098,69,1772317009.00,1648.00,1772318841.00,0.39,1772318890.29,309.00
1789,65,1772317009.00,1388.00,1772318662.00,0.29,1772318458.44,309.00
935,40,1772317016.00,1546.00,1772318677.00,0.33,1772318718.97,309.00
4226,55,1772317018.00,1709.00,1772318987.00,0.62,1772319063.89,309.00
4905,116,1772317027.00,1625.00,1772318921.00,0.40,1772318722.48,310.00
3531,121,1772317038.00,1616.00,1772318798.00,0.54,1772318864.69,310.00
603,27,1772317046.00,1585.00,1772318540.00,0.33,1772318581.61,310.00
3370,55,1772317063.00,1301.00,1772318370.00,0.51,1772318452.60,310.00
3502,140,1772317075.00,1336.00,1772318639.00,0.39,1772318471.20,310.00
1660,117,1772317108.00,1750.00,1772318827.00,0.61,1772318902.45,311.00
1462,193,1772317121.00,1513.00,1772318696.00,0.68,1772318727.96,311.00
59,94,1772317131.00,1850.00,1772319009.00,0.61,1772319072.32,311.00
411,102,1772317157.00,1557.00,1772318984.00,0.36,1772318785.20,312.00
3701,153,1772317159.00,1064.00,1772318249.00,0.15,1772318250.52,312.00
3718,182,1772317177.00,1610.00,1772319072.00,0.40,1772318848.12,312.00
167,199,1772317180.00,1372.00,1772318463.00,0.17,1772318486.01,312.00
1578,40,1772317204.00,1545.00,1772318962.00,0.67,1772318847.88,313.00
766,3,1772317211.00,1604.00,1772319054.00,0.48,1772318888.84,313.00
98,178,1772317230.00,1418.00,1772318613.00,0.32,1772318709.88,313.00
407,12,1772317241.00,1281.00,1772318586.00,0.38,1772318596.24,313.00
2129,60,1772317283.00,1499.00,1772319005.00,0.31,1772319044.09,314.00
1417,187,1772317283.00,1643.00,1772318848.00,0.61,1772319027.84,314.00
1977,1,1772317290.00,1245.00,1772318503.00,0.53,1772318618.08,314.00
3440,102,1772317292.00,1568.00,1772318979.00,0.56,1772318947.96,314.00
4401,162,1772317326.00,1514.00,1772318847.00,0.29,1772318903.32,315.00
3206,102,1772317327.00,1426.00,1772318830.00,0.18,1772318792.72,315.00
4436,31,1772317356.00,1458.00,1772318946.00,0.53,1772318888.48,315.00
4854,162,1772317360.00,1402.00,1772319000.00,0.52,1772318842.64,315.00
4752,115,1772317384.00,1163.00,1772318524.00,0.30,1772318593.76,316.00
4448,23,1772317386.00,1610.00,1772319174.00,0.32,1772319058.04,316.00
3828,129,1772317419.00,1691.00,1772319016.00,0.38,1772319064.33,316.00
4528,122,1772317424.00,1705.00,1772319019.00,0.60,1772319211.24,316.00
3960,164,1772317426.00,1437.00,1772318818.00,0.53,1772318937.36,316.00
2007,6,1772317426.00,1395.00,1772319105.00,0.30,1772318869.24,316.00
3732,128,1772317439.00,1648.00,1772319321.00,0.36,1772319366.69,316.00
2657,91,1772317440.00,1561.00,1772319111.00,0.61,1772319096.44,316.00
382,116,1772317476.00,1260.00,1772318961.00,0.27,1772318995.53,317.00
4843,21,1772317494.00,1534.00,1772319274.00,0.15,1772319294.13,317.00
1459,63,1772317498.00,1474.00,1772318908.00,0.56,1772318977.21,317.00
3472,187,1772317524.00,1026.00,1772318558.00,0.14,1772318590.92,318.00
780,187,1772317534.00,1643.00,1772319137.00,0.25,1772319169.25,318.00
1947,93,1772317553.00,1350.00,1772318965.00,0.12,1772318981.77,318.00
906,111,1772317575.00,1481.00,1772319314.00,0.56,1772319144.56,319.00
3780,73,1772317603.00,1625.00,1772319496.00,0.31,1772319535.33,319.00
4530,128,1772317604.00,1589.00,1772319253.00,0.28,1772319289.45,319.00
1202,148,1772317641.00,1380.00,1772318914.00,0.29,1772319069.04,320.00
1620,43,1772317654.00,1165.00,1772318789.00,0.42,1772318841.29,320.00
4751,81,1772317655.00,1105.00,1772318986.00,0.25,1772323441.64,320.00
441,14,1772317662.00,1252.00,1772318818.00,0.23,1772318848.09,320.00
2622,35,1772317662.00,1263.00,1772318807.00,0.30,1772318845.73,320.00
675,44,1772317669.00,1475.00,1772319405.00,0.56,1772319475.05,320.00
28,128,1772317685.00,1562.00,1772319134.00,0.30,1772319302.36,321.00
2559,134,1772317703.00,1604.00,1772319218.00,0.46,1772319275.69,321.00
3480,75,1772317706.00,1584.00,1772319269.00,0.48,1772319367.08,321.00
2390,37,1772317721.00,1542.00,1772319495.00,0.70,1772319580.77,321.00
2318,27,1772317722.00,1334.00,1772319073.00,0.60,1772319155.64,321.00
2377,86,1772317738.00,1788.00,1772319476.00,0.50,1772319613.24,321.00
4293,48,1772317749.00,1613.00,1772319276.00,0.23,1772319411.72,322.00
2837,141,1772317792.00,1404.00,1772319264.00,0.33,1772319305.61,322.00
4526,84,1772317794.00,1148.00,1772319194.00,0.26,1772318988.32,322.00
738,86,1772317799.00,1718.00,1772319512.00,0.68,1772319615.96,322.00
2781,54,1772317816.00,1314.00,1772319167.00,0.18,1772319191.21,323.00
3023,46,1772317832.00,1503.00,1772319580.00,0.22,1772319387.76,323.00
4844,84,1772317842.00,1331.00,1772319177.00,0.26,1772319210.57,323.00
1745,157,1772317848.00,1645.00,1772319421.00,0.56,1772320488.72,323.00
492,10,1772317892.00,1178.00,1772319146.00,0.30,1772319126.76,324.00
3252,84,1772317904.00,1491.00,1772319296.00,0.25,1772319328.37,324.00
3942,120,1772317906.00,1429.00,1772319290.00,0.42,1772319407.88,324.00
693,25,1772317918.00,1564.00,1772319474.00,0.53,1772319569.96,324.00
2584,66,1772317932.00,1103.00,1772318928.00,0.30,1772319080.88,325.00
3442,40,1772317991.00,1750.00,1772319625.00,0.52,1772319813.76,326.00
1015,106,1772317998.00,1361.00,1772319320.00,0.33,1772319361.85,326.00
4174,71,1772318002.00,1385.00,1772319338.00,0.32,1772319378.41,326.00
3193,144,1772318009.00,1396.00,1772319496.00,0.13,1772319446.24,326.00
1700,43,1772318029.00,1186.00,1772319337.00,0.40,1772319280.24,326.00
2735,146,1772318069.00,1525.00,1772319868.00,0.49,1772319663.92,327.00
793,116,1772318087.00,1709.00,1772320007.00,0.50,1772320068.89,327.00
4473,33,1772318087.00,1686.00,1772320005.00,0.54,1772319860.04,327.00
2259,193,1772318133.00,1288.00,1772319426.00,0.26,1772319459.93,328.00
4601,107,1772318141.00,1304.00,1772319442.00,0.64,1772319538.16,328.00
2790,117,1772318146.00,1211.00,1772319570.00,0.14,1772319391.92,328.00
198,166,1772318155.00,1216.00,1772319448.00,0.42,1772319442.04,328.00
3273,176,1772318161.00,1712.00,1772319988.00,0.61,1772320063.81,328.00
4934,37,1772318166.00,1674.00,1772319957.00,0.65,1772320036.77,329.00
1726,66,1772318173.00,1093.00,1772319521.00,0.20,1772319547.13,329.00
3652,132,1772318201.00,1563.00,1772319815.00,0.53,1772319880.97,329.00
103,50,1772318240.00,1371.00,1772319845.00,0.16,1772319643.84,330.00
4037,194,1772318267.00,1417.00,1772319970.00,0.68,1772319792.72,330.00
4445,67,1772318287.00,1122.00,1772319568.00,0.22,1772319463.92,331.00
3861,110,1772318310.00,1616.00,1772320155.00,0.63,1772320233.09,331.00
4024,6,1772318367.00,1515.00,1772320041.00,0.45,1772319963.76,332.00
609,67,1772318384.00,1071.00,1772319644.00,0.23,1772319673.61,332.00
4584,63,1772318385.00,1475.00,1772319974.00,0.45,1772320030.13,332.00
1481,106,1772318420.00,1451.00,1772319833.00,0.58,1772319905.33,333.00
716,2,1772318425.00,1357.00,1772319920.00,0.18,1772319817.20,333.00
3161,90,1772318432.00,1360.00,1772319805.00,0.54,1772319871.28,333.00
3742,79,1772318482.00,1533.00,1772320274.00,0.21,1772320055.84,334.00
4901,200,1772318550.00,1057.00,1772319856.00,0.18,1772319879.97,335.00
394,29,1772318566.00,1884.00,1772320492.00,0.65,1772320572.01,335.00
247,173,1772318573.00,1554.00,1772320133.00,0.70,1772320221.64,335.00
178,194,1772318577.00,1389.00,1772320216.00,0.46,1772320272.97,335.00
848,55,1772318624.00,1722.00,1772320524.00,0.55,1772320592.37,336.00
2820,157,1772318639.00,1602.00,1772320445.00,0.54,1772320323.20,336.00
2317,95,1772318643.00,1222.00,1772320002.00,0.48,1772320062.21,337.00
1851,200,1772318712.00,1360.00,1772320186.00,0.29,1772320132.56,338.00
4103,8,1772318721.00,1386.00,1772320093.00,0.56,1772320162.93,338.00
1557,185,1772318769.00,1477.00,1772320126.00,0.21,1772320293.32,339.00
1764,119,1772318774.00,1580.00,1772320527.00,0.34,1772320423.56,339.00
820,44,1772318775.00,1484.00,1772320477.00,0.70,1772320562.89,339.00
1287,186,1772318806.00,1514.00,1772320566.00,0.55,1772321533.65,339.00
2933,58,1772318810.00,1205.00,1772320059.00,0.18,1772320082.97,339.00
3639,26,1772318827.00,1271.00,1772320232.00,0.18,1772320255.37,340.00
2237,179,1772318842.00,1743.00,1772320733.00,0.65,1772320687.36,340.00
1833,141,1772318860.00,1607.00,1772320421.00,0.37,1772320467.53,340.00
212,184,1772318871.00,1350.00,1772320479.00,0.69,1772320564.65,340.00
3447,145,1772318887.00,1644.00,1772320460.00,0.35,1772320504.73,341.00
284,85,1772318906.00,1187.00,1772320173.00,0.27,1772320152.28,341.00
2508,155,1772318914.00,1420.00,1772320618.00,0.39,1772320666.45,341.00
2691,116,1772318933.00,1128.00,1772320097.00,0.30,1772320107.88,341.00
377,174,1772318933.00,1188.00,1772320080.00,0.31,1772320119.33,341.00
3557,85,1772318949.00,1824.00,1772320775.00,0.69,1772320859.45,342.00
3753,63,1772318950.00,1587.00,1772320587.00,0.40,1772320607.40,342.00
2459,78,1772318961.00,1463.00,1772320385.00,0.14,1772320458.04,342.00
3163,85,1772318967.00,1710.00,1772320820.00,0.67,1772320903.01,342.00
1409,178,1772318975.00,1366.00,1772320263.00,0.58,1772320434.12,342.00
4158,46,1772318987.00,1310.00,1772320534.00,0.39,1772320364.32,342.00
2881,32,1772318997.00,1472.00,1772320521.00,0.19,1772320546.53,342.00
2945,126,1772319008.00,1393.00,1772320293.00,0.38,1772320460.12,343.00
4287,127,1772319024.00,1153.00,1772320274.00,0.40,1772320324.61,343.00
2210,166,1772319087.00,1680.00,1772320925.00,0.60,1772320999.01,344.00
3715,128,1772319107.00,1362.00,1772320656.00,0.32,1772320520.40,344.00
105,27,1772319108.00,1451.00,1772320513.00,0.48,1772320572.37,344.00
1606,135,1772319164.00,1235.00,1772320684.00,0.42,1772320470.92,345.00
1325,135,1772319171.00,1141.00,1772320536.00,0.34,1772320578.93,345.00
3280,107,1772319179.00,1120.00,1772320458.00,0.33,1772320499.85,345.00
3088,16,1772319181.00,1507.00,1772320902.00,0.54,1772320781.80,345.00
1848,141,1772319183.00,1519.00,1772320888.00,0.15,1772320748.76,346.00
4405,86,1772319186.00,1658.00,1772321028.00,0.49,1772321088.81,346.00
453,44,1772319208.00,1212.00,1772320617.00,0.47,1772320492.92,346.00
4133,113,1772319232.00,1594.00,1772320929.00,0.52,1772320914.16,346.00
4424,83,1772319263.00,1449.00,1772320769.00,0.49,1772320782.16,347.00
4087,117,1772319285.00,1314.00,1772320491.00,0.61,1772320688.56,347.00
2422,57,1772319291.00,1717.00,1772321248.00,0.41,1772321073.08,347.00
3500,119,1772319299.00,1661.00,1772320994.00,0.47,1772321037.16,347.00
2826,9,1772319363.00,1767.00,1772321321.00,0.45,1772321377.37,349.00
2739,133,1772319397.00,1273.00,1772320864.00,0.59,1772320937.41,349.00
4454,59,1772319398.00,1727.00,1772321246.00,0.69,1772322119.40,349.00
2219,16,1772319410.00,1366.00,1772320692.00,0.32,1772320826.40,349.00
3296,93,1772319410.00,1126.00,1772320738.00,0.23,1772320767.37,349.00
972,72,1772319414.00,1403.00,1772320821.00,0.49,1772320886.16,349.00
3546,199,1772319417.00,1519.00,1772321007.00,0.33,1772321048.37,349.00
4544,25,1772319437.00,1320.00,1772320956.00,0.48,1772320825.96,350.00
62,142,1772319496.00,1327.00,1772321108.00,0.26,1772321141.93,351.00
1301,171,1772319497.00,1033.00,1772320635.00,0.20,1772320660.89,351.00
2928,134,1772319527.00,1262.00,1772320786.00,0.22,1772320814.41,351.00
4775,122,1772319545.00,1466.00,1772321145.00,0.29,1772321057.92,352.00
4240,15,1772319550.00,1073.00,1772320778.00,0.29,1772320668.56,352.00
3499,191,1772319563.00,1209.00,1772320719.00,0.45,1772320837.00,352.00
3927,125,1772319591.00,1447.00,1772321132.00,0.49,1772321193.17,352.00
4942,192,1772319604.00,1622.00,1772321159.00,0.44,1772321214.05,353.00
1176,70,1772319608.00,1088.00,1772320742.00,0.30,1772320760.00,353.00
4239,97,1772319627.00,1543.00,1772321211.00,0.27,1772321212.80,353.00
2331,80,1772319652.00,1312.00,1772321262.00,0.26,1772321295.33,353.00
3691,193,1772319673.00,1125.00,1772320998.00,0.24,1772320843.28,354.00
4364,57,1772319683.00,1423.00,1772321146.00,0.12,1772321144.28,354.00
3353,153,1772319689.00,1169.00,1772321030.00,0.25,1772321062.49,354.00
1106,135,1772319713.00,1597.00,1772321467.00,0.43,1772321520.49,354.00
2111,64,1772319762.00,1478.00,1772321324.00,0.30,1772321296.24,355.00
778,16,1772319788.00,1426.00,1772321358.00,0.19,1772321249.04,356.00
3224,185,1772319796.00,1523.00,1772321396.00,0.19,1772321421.41,356.00
56,44,1772319837.00,1210.00,1772320978.00,0.18,1772321001.61,356.00
1886,121,1772319855.00,1726.00,1772321837.00,0.68,1772321684.08,357.00
4111,31,1772319860.00,1132.00,1772321123.00,0.26,1772321156.93,357.00
4815,51,1772319862.00,1546.00,1772321566.00,0.48,1772321493.12,357.00
937,166,1772319876.00,1504.00,1772321583.00,0.63,1772321478.12,357.00
2086,13,1772319907.00,1289.00,1772321108.00,0.36,1772321153.33,358.00
4070,70,1772319972.00,1729.00,1772321665.00,0.42,1772321718.01,359.00
489,90,1772319973.00,1550.00,1772321727.00,0.66,1772321807.85,359.00
513,112,1772320018.00,1548.00,1772321548.00,0.48,1772321607.73,359.00
993,98,1772320025.00,1607.00,1772321811.00,0.54,1772321878.17,360.00
2487,109,1772320047.00,1610.00,1772321679.00,0.39,1772321721.44,360.00
3109,180,1772320059.00,1432.00,1772321427.00,0.67,1772321585.16,360.00
1505,52,1772320064.00,1337.00,1772321366.00,0.35,1772321461.12,360.00
2191,186,1772320091.00,1424.00,1772321643.00,0.64,1772321721.57,361.00
229,63,1772320129.00,1460.00,1772321729.00,0.63,1772321693.84,361.00
689,79,1772320147.00,1371.00,1772321403.00,0.19,1772321428.05,362.00
331,144,1772320161.00,1307.00,1772321625.00,0.65,1772321558.40,362.00
3430,61,1772320211.00,1061.00,1772321383.00,0.16,1772321404.09,363.00
3606,88,1772320218.00,1405.00,1772321893.00,0.19,1772321656.80,363.00
2120,70,1772320238.00,1574.00,1772321754.00,0.30,1772321792.73,363.00
2543,3,1772320251.00,1677.00,1772322181.00,0.36,1772322225.97,363.00
1588,77,1772320274.00,1301.00,1772321546.00,0.53,1772321611.25,364.00
4058,172,1772320274.00,1328.00,1772321760.00,0.58,1772321699.24,364.00
4589,154,1772320285.00,1498.00,1772322006.00,0.49,1772321859.80,364.00
251,167,1772320300.00,1250.00,1772321694.00,0.28,1772321595.20,364.00
1416,200,1772320303.00,1334.00,1772321759.00,0.67,1772321741.52,364.00
1071,90,1772320323.00,1835.00,1772322137.00,0.68,1772322260.00,365.00
387,115,1772320338.00,1647.00,1772322279.00,0.41,1772322330.81,365.00
2022,83,1772320346.00,1401.00,1772321927.00,0.33,1772321968.61,365.00
665,154,1772320358.00,1389.00,1772321762.00,0.29,1772321798.69,365.00
1708,172,1772320393.00,1246.00,1772321926.00,0.51,1772321720.96,366.00
3493,166,1772320411.00,1386.00,1772321893.00,0.47,1772321863.40,366.00
4525,57,1772320416.00,1164.00,1772321762.00,0.15,1772321616.12,366.00
3512,18,1772320419.00,1227.00,1772321894.00,0.30,1772322831.89,366.00
1068,167,1772320447.00,1124.00,1772321517.00,0.10,1772321531.25,367.00
4915,3,1772320463.00,1370.00,1772321984.00,0.39,1772322032.69,367.00
67,37,1772320474.00,1429.00,1772322074.00,0.50,1772321978.88,367.00
658,94,1772320509.00,1416.00,1772321887.00,0.60,1772322018.48,368.00
147,143,1772320512.00,1434.00,1772322067.00,0.28,1772322003.60,368.00
3702,144,1772320519.00,1693.00,1772322120.00,0.59,1772322193.53,368.00
2529,102,1772320522.00,1399.00,1772321995.00,0.49,1772322056.29,368.00
879,7,1772320528.00,1266.00,1772321779.00,0.30,1772321847.48,368.00
117,33,1772320542.00,1744.00,1772322284.00,0.63,1772322361.61,368.00
1607,159,1772320549.00,1336.00,1772322130.00,0.38,1772322177.49,368.00
1104,84,1772320573.00,1500.00,1772322169.00,0.35,1772322133.00,369.00
1594,37,1772320595.00,1815.00,1772322652.00,0.67,1772322516.76,369.00
1813,190,1772320602.00,1310.00,1772321867.00,0.24,1772321958.80,369.00
2061,141,1772320607.00,1352.00,1772321993.00,0.29,1772322017.80,369.00
4259,100,1772320625.00,1309.00,1772322166.00,0.49,1772322226.69,370.00
1441,67,1772320630.00,1365.00,1772322040.00,0.60,1772322090.00,370.00
3225,13,1772320645.00,1345.00,1772321901.00,0.34,1772321944.65,370.00
4437,148,1772320658.00,1191.00,1772321922.00,0.18,1772321898.20,370.00
2148,144,1772320667.00,1670.00,1772322422.00,0.44,1772322477.05,370.00
